22985,2014,41608,Milwaukee, WI,WBA3C3G56ENS72485,BMW,3
21997,2014,39228,Moonachie, NJ,WBA3B5G52ENS11536,BMW,3
5995,2006,163160,Portland, OR,WBAVB33566KR72060,BMW,3
20000,2014,7008,Walnut Creek, CA,WBY1Z2C53EVX51910,BMW,i3Hatchback
23967,2014,32193,San Antonio, TX,WBA3B5C5XEP543895,BMW,3
23977,2014,31438,Hoffman Estates, IL,WBA3B5G55ENS11465,BMW,3
3495,2002,158921,Hasbrouck Heights, NJ,WBAEV33432KL68846,BMW,3
18473,2013,32794,Baytown, TX,WBAUP7C54DVP24440,BMW,1
10490,2010,143490,Vista, CA,WBAPH5G51ANM35617,BMW,3
23991,2014,28174,Mount Laurel, NJ,WBA3B5G5XENS11378,BMW,3
23500,2014,21212,MONTCLAIR, CA,WBA3C1C55EK116711,BMW,3
23993,2014,26607,Arlington, TX,WBA3A5G58ENP34109,BMW,3
21995,2013,30774,Santa Ana, CA,WBA3C1G58DNR46736,BMW,3
22250,2014,36308,Louisville, KY,WBA3A5C59EP602129,BMW,3
22000,2013,29231,Vandalia, OH,WBAVM5C56DVV90788,BMW,X1xDrive35i
6400,2007,141376,Savannah, GA,WBANE73597CM51456,BMW,5
23395,2014,27737,Valencia, CA,WBA3C1C5XEK112590,BMW,3
23970,2014,28179,San Antonio, TX,WBA3B5C51EP540495,BMW,3
5999,2004,105887,Newnan, GA,WBANA53544B175995,BMW,5
19797,2013,57283,Tempe, AZ,WBA3F9C56DF145115,BMW,3
13999,2011,62364,Delran, NJ,WBAUN1C54BVH82812,BMW,1
4700,2002,144535,Venice, FL,WBABN53492JU37639,BMW,3
25060,2016,29578,Big Stone Gap, VA,WBA8E9C51GK646739,BMW,3
21988,2014,49381,Cincinnati, OH,WBA3C3G55ENS68461,BMW,3
14998,2011,104668,Kernersville, NC,WBAPL5G56BNN23630,BMW,3
10896,2008,86991,Mountain View, CA,WBANW13568CN56595,BMW,5
23998,2014,25188,Flemington, NJ,WBA3C3G59ENS71685,BMW,3
19788,2014,45860,Terrell, TX,WBAVM1C5XEVW56334,BMW,X1sDrive28i
20999,2015,39884,Carrollton, TX,WBAVL1C56FVY26225,BMW,X1xDrive28i
16988,2013,91232,Pacoima, CA,WBA3A9C5XDF475046,BMW,3
8599,2008,149262,Chantilly, VA,WBAWL73548PX58683,BMW,3
23591,2015,33683,Cockeysville, MD,WBA3C3G52FNT53260,BMW,3
23250,2014,24443,Westborough, MA,WBA3B3G58ENR84922,BMW,3
21490,2014,45649,Plano, TX,WBA3A5G58ENP33722,BMW,3
23495,2013,24437,Spartanburg, SC,WBAKG7C58DJ438041,BMW,3
7333,2002,112940,Manassas, VA,WBABS33482PG83014,BMW,3
22500,2014,42537,Lincoln, NE,WBA3B3C56EJ983362,BMW,3
5691,2004,157263,Golden Valley, MN,WBAEU33434PR10567,BMW,3
22577,2014,37674,Evanston, IL,WBA3A5C52EJ465327,BMW,3
18875,2014,77168,Hasbrouck Heights, NJ,WBA3B5C50EP542769,BMW,3
12999,2007,87731,Phoenix, AZ,WBAWL73537PX45096,BMW,3
9573,2007,87215,Anderson, IN,WBXPC93407WF21080,BMW,X3AWD
14950,2009,81479,Hillsboro, OR,WBAWC73539E063933,BMW,3
23487,2014,26884,Valencia, CA,WBA3C1C58EK114595,BMW,3
9950,2008,92955,Carrollton, TX,WBANW53528CT48690,BMW,5
12999,2010,73447,Carrollton, TX,WBANU5C57AC128859,BMW,5
8195,2004,119856,Lakewood, CO,WBAET37484NJ47731,BMW,3
25600,2015,20110,Louisville, KY,WBA3C3C52FP664570,BMW,3
21880,2014,20845,Lexington, KY,WBAVM1C5XEVW53840,BMW,X1sDrive28i
15000,2012,66558,Doral, FL,WBAXG5C59CDX02178,BMW,5
16999,2013,48903,Madison, NC,WBAUP7C56DVP24598,BMW,1
11850,2009,78712,Fairfax, VA,WBANV13599C155546,BMW,5
17480,2014,47582,Raleigh, NC,WBY1Z4C58EV276217,BMW,i3Hatchback
6990,2008,128662,DAVIE, FL,WBANU53518C111985,BMW,5
22999,2014,37458,Melbourne, FL,WBA3A5C5XEP602155,BMW,3
19980,2015,26862,Woodlands, TX,WBY1Z2C59FV286972,BMW,i3Hatchback
13950,2011,63235,Hillsboro, OR,WBAUN1C54BVH77948,BMW,1
12980,2011,122504,Los Angeles, CA,WBAPN7C5XBF184604,BMW,3
13997,2010,71324,Doylestown, PA,WBANV9C53AC137501,BMW,5
15652,2011,90330,Fife, WA,WBAKF9C52BE261569,BMW,3
21654,2015,50762,Roseville, CA,WBAVL1C54FVY30130,BMW,X1xDrive28i
9780,2009,108000,Orlando, FL,WBANU53519C123216,BMW,5
7287,2006,148096,Denver, CO,WBAVD33506KV62817,BMW,3
17988,2012,70827,Oklahoma City, OK,WBA3A5C51CF341971,BMW,3
19991,2013,65130,Tucson, AZ,WBA3A5C59DF602216,BMW,3
11495,2008,74473,Loveland, OH,WBANW13588CZ73040,BMW,5
22948,2014,43358,Alexandria, VA,WBA3C3G55ENR25517,BMW,3
9995,2008,132705,Arlington, VA,WBAWC73578E065117,BMW,3
18995,2014,75922,Lawndale, CA,WBA3C1C59EK116310,BMW,3
22450,2014,34338,Carrollton, TX,WBA3A5G5XENP30160,BMW,3
21500,2014,25584,Ferndale, WA,WBAVL1C52EVY11641,BMW,X1xDrive28i
24183,2015,29597,Hamilton, NJ,WBA3C3G56FNS73928,BMW,3
18990,2013,72152,Schaumburg, IL,WBA3A5G58DNP22301,BMW,3
11495,2007,106124,Jamaica, NY,WBAWL73527PX47342,BMW,3
18995,2013,47196,Saugus, MA,WBAVL1C55DVR87792,BMW,X1xDrive28i
21490,2014,45979,Sterling, VA,WBA3B5C52EP541719,BMW,3
21500,2013,37271,Charlotte, NC,WBA3A9C53DF476250,BMW,3
8795,2008,107122,Ocoee, FL,WBANW13538CZ76749,BMW,5
20975,2014,52208,Duluth, GA,WBA3B5G55ENS07304,BMW,3
15995,2012,94988,Manassas, VA,WBAKF9C51CE859671,BMW,3
21075,2014,51033,Montclair, CA,WBA3C1C52EK113247,BMW,3
20995,2014,52011,Bronx, NY,WBA3B5G56ENS06663,BMW,3
24220,2014,26335,Liverpool, NY,WBA3D5C54EKX98940,BMW,3
23500,2014,21862,Louisville, KY,WBA3A5G56ENP31676,BMW,3
25000,2014,32324,Beaverton, OR,WBA3C3C50EK200401,BMW,3
23977,2014,32341,Merriam, KS,WBA3B3C54EJ981609,BMW,3
22262,2015,38080,Lithia Springs, GA,WBAVM1C5XFV314710,BMW,X1sDrive28i
8500,2009,159572,Norcross, GA,WBAWV53599PF95550,BMW,3
16999,2011,74427,Delran, NJ,WBAPL5G57BNN22972,BMW,3
22500,2014,33980,Louisville, KY,WBA3A5C53EP600473,BMW,3
19499,2014,13812,Marietta, GA,WBY1Z4C59EV273844,BMW,i3Hatchback
22975,2014,39929,Camarillo, CA,WBA3B1C58EP680763,BMW,3
6750,2003,88938,San Gabriel, CA,WBADT434X3GY98050,BMW,5
8995,2008,90325,Fuquay Varina, NC,WBXPC93428WJ06602,BMW,X3AWD
22489,2015,42792,Brooklyn, NY,WBA3B3G59FNR86907,BMW,3
8490,2008,111029,PINELLAS PARK, FL,WBANU53548CT01358,BMW,5
22671,2014,38303,Newport Beach, CA,WBA3C1C5XEK106658,BMW,3
27895,2017,10684,Winter Park, FL,WBA8E1G32HNU15990,BMW,3
23250,2014,25042,Louisville, KY,WBA3C1C53EK112768,BMW,3
20995,2014,52207,Hayward, CA,WBA3D3C52EF099366,BMW,3
23498,2014,32074,Sudbury, MA,WBA3C3C52EF987022,BMW,3
10999,2008,121000,Rancho Cordova, CA,WBAWL73578PX52036,BMW,3
24998,2014,20147,Boston, MA,WBA3B5G52ENS11357,BMW,3
23695,2014,23936,Westlake, OH,WBA3C3G54ENS68371,BMW,3
21990,2015,31032,Doral, FL,WBAVM1C5XFV318322,BMW,X1sDrive28i
21499,2014,33590,Daphne, AL,WBAVM1C58EVW49737,BMW,X1sDrive28i
19833,2015,18547,Carrollton, TX,WBY1Z2C51FV286285,BMW,i3Hatchback
11588,2009,74970,Carrollton, TX,WBAUP73589VK74802,BMW,1
19999,2013,55667,Duluth, GA,WBA3A5G50DNP25287,BMW,3
8991,2007,91760,Annapolis, MD,WBXPC93497WE78133,BMW,X3AWD
24970,2014,22918,Roseville, CA,WBA3D3C56EK157180,BMW,3
22995,2014,28209,Westborough, MA,WBA3B5C53EP652666,BMW,3
21864,2014,49342,Hamilton, NJ,WBA3B5C58EP540316,BMW,3
23788,2015,17925,Torrance, CA,WBAVM1C58FVW58360,BMW,X1sDrive28i
9988,2007,69926,Pensacola, FL,WBXPC93427WF18259,BMW,X3AWD
21995,2014,40285,Union City, NJ,WBA3D5C52EKX97978,BMW,3
18980,2014,20285,Milwaukie, OR,WBY1Z4C54EV274819,BMW,i3Hatchback
25872,2016,30457,Vero Beach, FL,WBA8E3C59GK501977,BMW,3
20990,2013,23595,Tampa, FL,WBAVL1C5XDVR90087,BMW,X1xDrive28i
23810,2014,38521,Minnetonka, MN,WBA3B5C5XEP652664,BMW,3
22751,2014,36023,Fremont, CA,WBA3C1C58EK111860,BMW,3
9300,2008,101465,Midlothian, VA,WBANW13598CZ80983,BMW,5
8977,2009,113968,Farmington Hills, MI,WBANV93519C131899,BMW,5
21995,2013,48347,West Springfield, MA,WBA3B3C54DF530312,BMW,3
24934,2014,24305,Plano, TX,WBA3A5G50ENP30006,BMW,3
22000,2014,40335,Louisville, KY,WBA3B3G5XENR83190,BMW,3
22991,2014,34437,Union City, GA,WBA3B1G59EN581012,BMW,3
21888,2012,24501,Costa Mesa, CA,WBAUT9C52CA192182,BMW,3
21955,2013,41558,El Paso, TX,WBAVM5C55DVL63687,BMW,X1xDrive35i
24297,2014,33458,San Francisco, CA,WBA3A5C59EJ584766,BMW,3
9492,2007,91343,Midlothian, VA,WBXPC93477WF07225,BMW,X3AWD
24000,2014,25334,Austin, TX,WBA3A5C51EP602464,BMW,3
23944,2015,42229,Charleston, SC,WBA3A5G57FNS81912,BMW,3
10995,2009,89797,Bethany, OK,WBANW135X9C162700,BMW,5
23990,2014,23728,Greenacres, Fl,WBA3A5C58EF606145,BMW,3
16988,2011,75000,Oklahoma City, OK,WBAKG7C50BE263712,BMW,3
18000,2012,36424,McKinney, TX,WBAUL7C55CVE87440,BMW,1
23891,2016,34886,Fife, WA,WBA8E9G56GNT82989,BMW,3
7999,2007,153560,Houston, TX,WBAWB33587PV72705,BMW,3
8900,2002,95020,Castle Rock, CO,WBABS334X2PG87940,BMW,3
19491,2015,22994,Manheim, PA,WBY1Z4C58FV502418,BMW,i3Hatchback
17227,2013,48193,New Braunfels, TX,WBAUL7C50DVM83732,BMW,1
8495,2007,102788,Melrose Park, IL,WBANF73507CU28080,BMW,5
17775,2013,41421,Seattle, WA,WBAUL7C58DVM83851,BMW,1
13988,2007,76800,Vallejo, CA,WBAWL73547PX49495,BMW,3
23356,2014,40782,West Springfield, MA,WBA3D5C52EKX99634,BMW,3
9499,2008,99314,Raleigh, NC,WBANW13578CN55858,BMW,5
19700,2011,42432,Dallas, TX,WBAKG7C50BE598663,BMW,3
23987,2014,34131,Richmond, VA,WBA3A5G54ENN66291,BMW,3
24346,2014,27542,Midlothian, VA,WBA3C3G51ENS69896,BMW,3
24995,2015,22894,Houston, TX,WBA3B1C55F5A05601,BMW,3
10977,2010,84386,Harrisburg, PA,WBXPC9C40AWJ32993,BMW,X3AWD
22982,2015,33760,San Antonio, TX,WBAVM1C52FV317102,BMW,X1sDrive28i
6813,2004,110593,Antioch, IL,WBANA73504B804356,BMW,5
22874,2014,35250,Valencia, CA,WBA3C1C54EK115114,BMW,3
21950,2014,41190,Laurel, MD,WBA3B5C52EP540506,BMW,3
15950,2012,48671,Montclair, CA,WBAUP7C59CVP22214,BMW,1
20477,2014,46312,Cincinnati, OH,WBAVL1C5XEVR93170,BMW,X1xDrive28i
23698,2014,36273,Boston, MA,WBA3B5G53ENS10962,BMW,3
16991,2013,37091,Miami, FL,WBAUP7C53DVP24414,BMW,1
22944,2014,45864,Charleston, SC,WBA3A5C5XEP600826,BMW,3
20742,2014,67778,Humble, TX,WBA3D3C50EK156249,BMW,3
7980,2007,149277,Macon, GA,WBAVC935X7K030403,BMW,3
9895,2009,103272,Durham, NC,WBANU53529C118378,BMW,5
22711,2015,20483,Fullerton, CA,WBAVM1C57FV315622,BMW,X1sDrive28i
17995,2014,32585,Honolulu, HI,WBY1Z2C53EV284133,BMW,i3Hatchback
23500,2014,22601,Louisville, KY,WBA3C1C52EK116598,BMW,3
23991,2015,33407,Charlotte, NC,WBA3B1C57FK138293,BMW,3
22998,2014,35273,Mesa, AZ,WBA3C1C5XEK117174,BMW,3
24846,2015,19807,Fremont, CA,WBA3C1C50FK122711,BMW,3
19995,2014,44633,Saratoga Springs, NY,WBAVL1C58EVY19758,BMW,X1xDrive28i
24500,2014,21372,Countryside, IL,WBA3B5C53EF959230,BMW,3
18490,2012,65783,Marietta, GA,WBADW3C57CE822789,BMW,3
24999,2014,34072,Portland, OR,WBA3D3C52EK156205,BMW,3
24531,2015,18886,Pleasanton, CA,WBA3B1C53FK135696,BMW,3
23900,2015,26446,Costa Mesa, CA,WBA3A5G58FNS82521,BMW,3
22591,2014,50021,Dallas, TX,WBA3A5G54ENP28601,BMW,3
19995,2014,53714,San Antonio, TX,WBAVM1C51EVW49272,BMW,X1sDrive28i
9995,2007,125158,Philadelphia, PA,WBAWL73547PX45382,BMW,3
18585,2013,32868,North Richland Hills, TX,WBAUL7C57DVU08977,BMW,1
17980,2014,69000,Golden, CO,WBAVL1C52EVY14023,BMW,X1xDrive28i
24985,2014,20196,Franklin, TN,WBA3A5C50EF605703,BMW,3
23820,2014,38531,Newport News, VA,WBA3A5G51ENP29334,BMW,3
23810,2014,27602,Los Angeles, CA,WBA3D3C52EK155443,BMW,3
23500,2014,32121,Shrewsbury, MA,WBA3C3G56ENS70252,BMW,3
23995,2014,21005,Westlake, OH,WBA3C3G52ENS71429,BMW,3
26403,2016,20179,Hinesville, GA,WBA8E9G5XGNT44424,BMW,3
20098,2015,52124,Marlborough, MA,WBAVL1C59FVY33878,BMW,X1xDrive28i
8777,2006,91119,Farmington Hills, MI,WBANE53526CK86627,BMW,5
20300,2013,32506,Colorado Springs, CO,WBAVL1C56DVR87591,BMW,X1xDrive28i
7995,2008,117753,Mairetta, GA,WBANU53518CT06629,BMW,5
20390,2014,40031,Framingham, MA,WBAVL1C5XEVY10088,BMW,X1xDrive28i
23995,2015,35261,San Luis Obispo, CA,WBA3A5G50FNS82237,BMW,3
22995,2013,26420,Slidell, LA,WBAKF9C58DE860415,BMW,3
20999,2013,44345,Miami, FL,WBAKF9C51DE859896,BMW,3
22944,2014,46156,Charleston, SC,WBA3A5C53EJ464400,BMW,3
21998,2015,36656,Murrieta, CA,WBAVM1C56FVZ93665,BMW,X1sDrive28i
24500,2015,20334,Annapolis, MD,WBAVL1C55FVY40732,BMW,X1xDrive28i
8990,2007,82669,Miami, FL,WBXPC93487WF28312,BMW,X3AWD
5798,2007,135746,Raleigh, NC,WBANF73537CU25058,BMW,5
21488,2013,38550,Daly City, CA,WBA3A5C57DF600318,BMW,3
24441,2014,41058,Bentonville, AR,WBA3A5G56ENP32410,BMW,3
19900,2013,32057,Hialeah, FL,WBAVM1C50DVW43039,BMW,X1sDrive28i
25500,2014,12080,Concord, CA,WBA3C1C52EK112003,BMW,3
8996,2008,105847,Arlington, VA,WBANV93558CZ60571,BMW,5
19155,2011,49459,Avenel, NJ,WBAPL5G51BNN22577,BMW,3
20497,2014,23551,San Francisco, CA,WBY1Z4C5XEVX62639,BMW,i3Hatchback
25997,2016,19917,Jacksonville, NC,WBA8E1G58GNT37960,BMW,3
23000,2014,41966,Springfield, NJ,WBA3B5C5XEP539183,BMW,3
23997,2014,37760,San Francisco, CA,WBA3C1C53EK112284,BMW,3
20999,2014,48784,Hayward, CA,WBA3C1C53EK109157,BMW,3
7995,2006,86196,Houston, TX,WBXPA93476WD29269,BMW,X3AWD
23988,2014,25840,Silver Spring, MD,WBA3C3G59ENS71475,BMW,3
7495,2004,84849,Urbana, IL,WBXPA73494WC43933,BMW,X3AWD
18540,2013,53951,Englewood, CO,WBAVL1C58DVR89553,BMW,X1xDrive28i
10499,2010,105046,Auburn, WA,WBANV1C55AC157136,BMW,5
24981,2015,23252,Phoenix, AZ,WBA3B5C57FF959913,BMW,3
3995,2002,154739,Crest hill, IL,WBABN53492JU38399,BMW,3
22977,2014,41915,Irving, TX,WBA3A5C50EP602228,BMW,3
22893,2014,42916,Lithonia, GA,WBA3B5C5XEP541693,BMW,3
9384,2006,84096,Norfork, VA,WBANF73546CG69237,BMW,5
14950,2008,74422,Mooresville, NC,WBAVD53578A285989,BMW,3
21995,2013,45537,Springfield, NJ,WBA3B3C54DF532657,BMW,3
21890,2014,42450,Plano, TX,WBA3B5C56EP540704,BMW,3
7495,2008,124055,Harvey, IL,WBANV13548CZ60143,BMW,5
21985,2013,3768,Naples, FL,WBAXG5C57DD230371,BMW,5
22800,2014,44476,Springfield, NJ,WBA3B5G55ENS06492,BMW,3
4995,2001,134141,Rocklin, CA,WBABN53441JU25042,BMW,3
25493,2014,28576,Portland, OR,WBA3C3G56ENS70753,BMW,3
22971,2014,29312,Fremont, CA,WBA3D3C54EK157193,BMW,3
23565,2014,27394,Mount Kisco, NY,WBA3C3G58ENS72472,BMW,3
21897,2014,42464,Bradenton, FL,WBA3A5C52EP600366,BMW,3
23991,2015,35703,Tuscaloosa, AL,WBA3C3C53FP662875,BMW,3
22590,2015,42753,Plano, TX,WBA3C3G54FNS73149,BMW,3
21480,2014,43591,Philadelphia, PA,WBA3A5G58ENP33249,BMW,3
21441,2014,57390,Charlotte, NC,WBA3B1C57EK132833,BMW,3
23895,2015,22614,Winter Park, FL,WBAVM1C56FVW57322,BMW,X1sDrive28i
11985,2010,87325,Philadelphia, PA,WBANV1C50AC158050,BMW,5
9328,2009,110729,Bedford, OH,WBANV93599C134890,BMW,5
23900,2014,35590,Seaside, CA,WBA3C1C53EK116545,BMW,3
8997,2008,106128,Westminster, CA,WBANW13588CZ83129,BMW,5
22097,2014,40168,Houston, TX,WBA3B5G58ENS06471,BMW,3
10500,2006,70880,Carmel, IN,WBANF73596CG69718,BMW,5
27790,2016,8161,Plano, TX,WBA8E1G5XGNT99442,BMW,3
4995,2006,177337,Jersey City, NJ,WBAVD13576KV02053,BMW,3
24944,2015,31149,Charleston, SC,WBA3C3G56FNS76487,BMW,3
7500,2004,89852,Pasadena, CA,WBANB33524B108037,BMW,5
22000,2013,32791,Baltimore, MD,WBA3F9C57DF484210,BMW,3
22000,2014,41399,Louisville, KY,WBA3A5G55ENP29675,BMW,3
18950,2011,52342,Carrollton, TX,WBADX7C54BE579879,BMW,3
21948,2014,50033,Eatontown, NJ,WBA3D5C55EKX96856,BMW,3
22995,2014,39264,LaGrange, GA,WBA3B1G51ENS79951,BMW,3
16488,2014,51498,Bellevue, WA,WBY1Z4C50EV274624,BMW,i3Hatchback
24830,2014,31658,Sarasota, FL,WBA3A5G57ENP31184,BMW,3
7799,2007,112145,Bedford, TX,WBANE73557CM54483,BMW,5
19968,2014,26291,San Antonio, TX,WBY1Z4C51EV277029,BMW,i3Hatchback
18997,2013,69057,Ft. Lauderdale, FL,WBADW7C54DE732699,BMW,3
15780,2011,100474,Boardman, OH,WBAKG7C51BE262908,BMW,3
7475,2007,111355,Columbus, OH,WBXPC93407WF22777,BMW,X3AWD
23790,2015,37116,Edmond, OK,WBAVL1C52FVY32118,BMW,X1xDrive28i
22410,2014,49608,Pembroke Pines, FL,WBA3A5G53ENP30663,BMW,3
6995,2005,144877,Hayward, CA,WBAEV53445KM41495,BMW,3
20395,2014,60923,Westbury, NY,WBA3B5C53EP543544,BMW,3
5499,2006,172149,Paris, KY,WBAVD135X6KV05058,BMW,3
21995,2014,41657,Philadelphia, PA,WBA3B5C56EP540329,BMW,3
24991,2015,13457,Pompano Beach, FL,WBA3A5G59FNS85766,BMW,3
5995,2002,131151,Norfolk, VA,WBABS53412JU94295,BMW,3
15950,2008,62877,Daytona, FL,WBAWL73568PX57843,BMW,3
19496,2014,15464,Carrollton, TX,WBY1Z4C51EV277144,BMW,i3Hatchback
24894,2014,20185,Kennesaw, GA,WBA3A5G54ENP32406,BMW,3
21500,2014,47652,Westborough, MA,WBA3B5C58EP541692,BMW,3
21980,2015,5854,Bellevue, WA,WBY1Z2C54FV286958,BMW,i3Hatchback
22999,2014,29613,Miami Gardens, FL,WBA3A5G50ENP30488,BMW,3
22970,2013,32869,Las Vegas, NV,WBADW7C58DE730955,BMW,3
21995,2015,39926,Houston, TX,WBAVM1C54FVZ94023,BMW,X1sDrive28i
13940,2012,81299,Ocala, FL,WBAXG5C56CDW92225,BMW,5
24000,2014,25226,Arlington, TX,WBA3A5G5XENP33382,BMW,3
7889,2005,107774,Pompano Beach, FL,WBANB33595CN65097,BMW,5
21900,2013,34332,Colorado Springs, CO,WBA3B5C5XDJ598817,BMW,3
21995,2013,33195,Naugatuck, CT,WBA3B5C5XDJ599031,BMW,3
13995,2010,63602,Glendale, CA,WBANW1C59AC165155,BMW,5
21994,2014,41101,Pompano Beach, FL,WBA3A5G52ENP30525,BMW,3
